cleaned_tweet,product,reply,Polarity,Sentiment
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
interested microsoftlists content security compliance yes set reminder reading ear eye tuesday may announcementsupdates comingsoon blog,Microsoft365,,0.25,Positive
converting microsoftteams wikis onenote make sure done team end year there way convert wikis tenant one manual process,Microsoft365,,0.5,Positive
office drama see screen first thing say sharing screen exactly see screen microsoftteams wfh remote sharingiscaring zoom,Microsoft365,,0.13333333333333333,Positive
microsoft designer longer waitlist microsoft moved designer general admission anyone use,Microsoft365,,0.05000000000000002,Positive
new webinar format coming end customer solution partner share realized user management decentralized secure way dont wan na miss note webinar german,Microsoft365,,0.08409090909090909,Positive
currently undergoing merger acquisition divestiture involves microsoftteams group migration let discus way make sure work continues flow seamlessly,Microsoft365,,0.19999999999999998,Positive
amazing accessibility ribbon expanded outlook window making message accessible easier ever place ever find microsoftoutlook accessibility,Microsoft365,,0.48750000000000004,Positive
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
amazing accessibility ribbon expanded outlook window making message accessible easier ever place ever find microsoftoutlook accessibility,Microsoft365,,0.48750000000000004,Positive
microsoft designer update microsoft eliminated waitlist microsoft designer introduced range new feature,Microsoft365,,0.13636363636363635,Positive
excited sponsoring conference la vega next week look forward meeting many sharepoint spfx lasvegas microsoft sharepoint msteams informationtechnology event conference,Microsoft365,,0.2916666666666667,Positive
interested microsoftlists content security compliance yes set reminder reading ear eye tuesday may announcementsupdates comingsoon blog,Microsoft365,,0.25,Positive
join may interactive session microsoft viva topic microsoft search revolutionize knowledge management game vivatopics microsoftsearch knowledgemanagement,Microsoft365,,-0.4,Negative
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
miss announcement around windowslaps window azuread msintune everything need know,Microsoft365,,0.0,Neutral
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
view opportunity graphically new deal tracker sale funnel dynamic,Microsoft365,,0.06818181818181818,Positive
join azure communication service microsoft conference la vega nevada,Microsoft365,,0.0,Neutral
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
anyone el boss bos bos general trying reimplement paper form document since coming back work infuriating microsoftteams microsoftflow powerautomate form onedrive stoppaper tech technology techtwitter business,Microsoft365,,-0.18333333333333332,Negative
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
happy spreadsheeting great weekend,Microsoft365,,0.8,Positive
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
thank microsoft,Microsoft365,,0.0,Neutral
microsoft app everything easier one place,Microsoft365,,0.0,Neutral
agreed,Microsoft365,,0.0,Neutral
know mean time year take get,Microsoft365,,-0.3125,Negative
ohh close,Microsoft365,,0.0,Neutral
yes way,Microsoft365,,0.0,Neutral
